No,GACAR PART,SUBPART,APPENDIX,SUBPART/ APPENDIX SECTION,SUBPART/ APPENDIXSUB SECTION,OPS AREA,AREAS,SUBPART/ APPENDIX  HEADING,SUBPART SECTION / APPENDIX SECTION HEADING,REGULATION  STATEMENT,Department,AOC,Auditor Checklist Query,,
1,121,SUBPART C,-,121.81,a,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Limitations on Types of Routes,"(a) Farther than a flying time from an adequate aerodrome at a one engine inoperative cruise speed under standard conditions in still air of—
",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.81,a1,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Limitations on Types of Routes,"
(1) Except as provided in paragraph (a)(3) of this section, 60 minutes for a two engine aircraft conducting scheduled or unscheduled operations,",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.81,a2,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Limitations on Types of Routes,"(2) For a passenger carrying aircraft with more than two engines conducting scheduled or unscheduled operations, 180 minutes or",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.81,a3,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Limitations on Types of Routes,(3) For an aircraft conducting special unscheduled operations: 180 minutes.,FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.81,b,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Limitations on Types of Routes,(b) Within the North Polar area; or,FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.81,c,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Limitations on Types of Routes,(c) Within the South Polar area.,FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.85,a,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Communications Facilities,"a) Each certificate holder must show a two way communication system, or other means of communication approved by the President, is available over the entire route. The communications may be direct links or via an approved communication link that must provide reliable and rapid communications under normal operating conditions between each aircraft and the authorized person exercising joint operational control under Subpart P of this part, and between each aircraft and the appropriate air traffic control (ATC) facility",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.85,b,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Communications Facilities,"(b) Except in an emergency, the communications systems between each aircraft and the certificate holder must be independent of any system operated by a government.",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.89,a,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,ETOPS: Communications Facilities,"(a) Each certificate holder must provide voice communications for ETOPS where voice communication Facilities are available. In determining whether facilities are available, the certificate holder must consider potential routes and altitudes needed for diversion to ETOPS alternate aerodromes. Where facilities are not available or are of such poor quality that voice communication is not possible, another communication system must be substituted that is approved by the President.",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.89,b,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,ETOPS: Communications Facilities,"(b) For ETOPS beyond 180 minutes, each certificate holder must have a second communication system in addition to that required by paragraph (a) of this section. The second system must be able to provide immediate satellite based voice communications of landline telephone fidelity. The system must be able to communicate between the flight crew and Air Traffic Services, and the flight crew and the certificate holder. In determining whether such communications are available, the certificate holder must consider potential routes and altitudes needed for diversion to ETOPS alternate aerodromes. Where immediate, satellite based voice communications are not available, or are of such poor quality that voice communication is not possible; the certificate holder must substitute another communication system approved by the President.",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.93,a,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,"
 Weather Reporting Facilities",(a) Scheduled Operations. Each certificate holder conducting scheduled operations must show that enough weather reporting services are available along each route to ensure weather reports and forecasts necessary for the operation.,FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.93,b,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,"
 Weather Reporting Facilities","(b) Each certificate holder conducting scheduled operations must adopt and put into use an approved system for obtaining forecasts and reports of adverse weather phenomena, such as clear air turbulence, thunderstorms, and low altitude windshear that may affect safety of flight on each route to be flown and at each aerodrome to be used.",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.93,c,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,"
 Weather Reporting Facilities","(c) All Operations. Except as provided in paragraph (b) of this section, no certificate holder may use any weather report to control flight unless—
",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.93,c1,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,"
 Weather Reporting Facilities","
(1) For operations within KSA airspace, it was prepared by a source authorized by the President under GACAR Part 179; or",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.93,c2,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,"
 Weather Reporting Facilities","(2) For operations conducted outside of KSA airspace, it was prepared by a source acceptable to the President.",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.93,d,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,"
 Weather Reporting Facilities",(d) Each certificate holder using forecasts to control flight movements must use forecasts prepared from weather reports specified in paragraph (c) of this section and from any source authorized under its system adopted pursuant to paragraph (b) of this section.,FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.97,a,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,En-Route Navigation Facilities,"a) Except as provided in paragraph (b) of this section, each certificate holder must show suitable navigation aids are available to navigate the aircraft along the route within the degree of accuracy required for ATC.",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.97,b,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,En-Route Navigation Facilities,"(b) Navigation aids are not required for any of the following operations—
",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.97,b1,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,En-Route Navigation Facilities,"
(1) Day visual flight rules (VFR) operations the certificate holder shows it can conduct safely by pilotage because of the characteristics of the terrain or ",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.97,b2,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,En-Route Navigation Facilities, 2) Other operations approved by the President.,FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.101,,-,"MNT, DSP",APPROVAL OF ROUTES AND AREAS,"
Servicing and Maintenance Facilities","Each certificate holder must show that competent personnel and adequate facilities and equipment are available for the proper servicing, maintenance, and preventive maintenance of aircraft and auxiliary equipment.",FLT,All 121,YES,YES,YES
1,121,SUBPART C,-,121.105,,-,"FLT, DSP",APPROVAL OF ROUTES AND AREAS,Operational Control Capability,Each certificate holder seeking route or area approval must demonstrate adequate operational control capabilities to comply with Subpart P of this part.,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.135,,-,ALL,MANUAL REQUIREMENTS,Applicability,This subpart prescribes requirements for certificate holders to prepare and maintain manuals.,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,a,-,ALL,MANUAL REQUIREMENTS,Preparation,"(a) Each certificate holder must prepare and keep current an operations manual and a maintenance manual for the use and guidance of flight, maintenance, ground operations, and management personnel as appropriate in conducting its operations.",FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,b,-,ALL,MANUAL REQUIREMENTS,Preparation,"(b) The manuals may be prepared as a single combined volume or in two or more separate volumes or parts, containing together all of the information required by GACAR § 121.143, but each volume or part must contain the information appropriate for each group of personnel.",FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c,-,ALL,MANUAL REQUIREMENTS,Preparation,"c) Each manual required by this subpart must—

",FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c1,-,ALL,MANUAL REQUIREMENTS,Preparation,"
(1) Include instructions and information necessary to allow the personnel concerned to perform their duties and responsibilities with a high degree of safety;
",FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c2,-,ALL,MANUAL REQUIREMENTS,Preparation,(2) Be in a form easy to revise;,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c3,-,ALL,MANUAL REQUIREMENTS,Preparation,(3) Have the date of last revision and revision number on each revised page;,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c4,-,ALL,MANUAL REQUIREMENTS,Preparation,(4) Reference applicable GACAR;,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c5,-,ALL,MANUAL REQUIREMENTS,Preparation,"(5) Not be contrary to any applicable KSA regulation and any applicable foreign regulation, or the certificate holder’s operations specifications or operating certificate;",FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c6,-,ALL,MANUAL REQUIREMENTS,Preparation,(6) Be available in the English language;,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c7,-,ALL,MANUAL REQUIREMENTS,Preparation,(7) Include human factors principles; and,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.139,c8,-,ALL,MANUAL REQUIREMENTS,Preparation,(8) Be acceptable to the President.,FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.143,a,-,"FLT, DSP, CAB",MANUAL REQUIREMENTS,Manual Contents,"(a) Operations Manual. Each operations manual must contain the contents listed in Appendix G to this part under the following areas:

",FLT,All 121,NO,NO,NO
1,121,SUBPART D,-,121.143,a1,-,"FLT, DSP, CAB",MANUAL REQUIREMENTS,Manual Contents,"
(1) General;
",FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.143,a2,-,"FLT, DSP, CAB",MANUAL REQUIREMENTS,Manual Contents,(2) Aircraft operating information;,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.143,a3,-,"FLT, DSP, CAB",MANUAL REQUIREMENTS,Manual Contents,"(3) Areas, routes, and aerodromes; and",FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.143,a4,-,"FLT, DSP, CAB",MANUAL REQUIREMENTS,Manual Contents,(4) Training.,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.143,b,-,MNT,MANUAL REQUIREMENTS,Manual Contents,(b) Maintenance Manual. Each maintenance manual must include procedures for maintenance and maintenance control and must contain the contents listed in Appendix G to this part as appropriate.,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.147,a,-,FLT,MANUAL REQUIREMENTS,Aircraft Flight Manual,(a) Each certificate holder must keep a current approved aircraft flight manual (AFM) or approved equivalent for each type of aircraft it operates at its principal base of operations and in each aircraft of that type that it operates.,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.147,b,-,FLT,MANUAL REQUIREMENTS,Aircraft Flight Manual,"(b) Each approved equivalent to the AFM as described in paragraph (a) of this section, must be contained within the operations manual required by GACAR § 121.139 and this information must be clearly identified as flight manual requirements, or an approved AFM. The certificate holder may revise the operating procedures sections and modify the presentation of performance data from the applicable AFM if the revised operating procedures and modified performance data presentation are—
",FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.147,b1,-,FLT,MANUAL REQUIREMENTS,Aircraft Flight Manual,"
(1) Approved by the President and",FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.147,b2,-,FLT,MANUAL REQUIREMENTS,Aircraft Flight Manual,(2) Clearly identified as AFM requirements.,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.151,a,-,ALL,MANUAL REQUIREMENTS,Distribution and Availability,"(a) Each certificate holder must furnish copies of the manual(s) required by GACAR § 121.139 (and the changes and additions) or appropriate parts of the manual(s) to—
",FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.151,a1,-,ALL,MANUAL REQUIREMENTS,Distribution and Availability,"
(1) Its appropriate ground operations and maintenance personnel,",FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.151,a2,-,ALL,MANUAL REQUIREMENTS,Distribution and Availability,"(2) Its crew members, and",FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.151,a3,-,ALL,MANUAL REQUIREMENTS,Distribution and Availability,(3) The GACA representatives assigned to it.,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.151,b,-,ALL,MANUAL REQUIREMENTS,Distribution and Availability,b) Each person to whom a manual or appropriate parts of it are furnished under paragraph (a) of this section must keep it up to date with the changes and additions furnished to that person and must have the manual or appropriate parts of it accessible when performing assigned duties.,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.151,c,-,ALL,MANUAL REQUIREMENTS,Distribution and Availability,(c) Each certificate holder must maintain at least one complete copy of the required manuals at its principal base of operations.,FLT,All 121,YES,YES,YES
1,121,SUBPART D,-,121.155,a,-,"FLT, DSP, MNT",MANUAL REQUIREMENTS,Requirement for Manual Aboard Aircraft: Unscheduled Operations,"(a) Except as provided in paragraph (b) of this section, each certificate holder conducting unscheduled operations must carry appropriate parts of the required manuals on each aircraft when away from the principal base of operations. The appropriate parts must be available for use by ground or flight personnel. If the certificate holder carries all or any portion of its maintenance manual in other than printed form aboard an aircraft, it must carry a compatible reading device that produces a legible image of the maintenance information and instructions or a system that is able to retrieve the maintenance information and instructions in the English language.",FLT,121U,NO,NO,NO
1,121,SUBPART D,-,121.155,b,-,"FLT, DSP, MNT",MANUAL REQUIREMENTS,Requirement for Manual Aboard Aircraft: Unscheduled Operations,"(b) If a certificate holder conducting unscheduled operations is able to perform all scheduled maintenance at specified stations where it keeps its maintenance manual, it does not have to carry its maintenance manual aboard the aircraft en route to those stations.",FLT,121U,NO,NO,NO
1,121,SUBPART E,-,121.185,,-,"FLT, MNT",AIRCRAFT REQUIREMENTS,Applicability,This subpart prescribes aircraft requirements for all certificate holders operating under this part.,FLT,All 121,YES,YES,YES
1,121,SUBPART E,-,121.189,a,-,"FLT, MNT, DSP, QA",AIRCRAFT REQUIREMENTS,Aircraft Requirements: General,"(a) Except as provided in paragraph (b) of this section, no certificate holder may operate an aircraft unless that aircraft—
",FLT,All 121,YES,YES,YES
1,121,SUBPART E,-,121.189,a1,-,"FLT, MNT, DSP, QA",AIRCRAFT REQUIREMENTS,Aircraft Requirements: General,"
(1) Is a Saudi Arabian-registered civil aircraft and carries an appropriate current standard airworthiness certificate issued under GACAR Part 21; and",FLT,All 121,YES,YES,YES
1,121,SUBPART E,-,121.189,a2,-,"FLT, MNT, DSP, QA",AIRCRAFT REQUIREMENTS,Aircraft Requirements: General,"(2) Is in an airworthy condition and meets the applicable airworthiness requirements, including those relating to identification and equipment.",FLT,All 121,YES,YES,YES
1,121,SUBPART E,-,121.189,b,-,"FLT, MNT, DSP, QA",AIRCRAFT REQUIREMENTS,Aircraft Requirements: General,"(b) Subject to the leasing requirements of GACAR Part 119, a certificate holder may operate a civil aircraft, which is not a Saudi Arabian-registered civil aircraft, provided the aircraft has been specifically identified in the operations specifications pertaining to leased aircraft and the aircraft is operated under the conditions of this lease authorization.",FLT,All 121,YES,YES,YES
